User's manual r01uh0896ej0130-rl78g23; Version 1.00; February 20, 2024
RegisterName,RegisterBookmark,RegisterTableCaption,NumberOfAppearance,ModuleInformation,SearchKey
BCDADJ,35.2.1 BCD correction result register (BCDADJ),Figure35-1FormatofBCDCorrectionResultRegister(BCDADJ),,,
VECTCTRL,33.6.2.17 Interrupt vector jump enable register (VECTCTRL),Figure33-25FormatofInterruptVectorJumpEnableRegister(VECTCTRL),,,
SSR00,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SSR00L,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SSR01,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SSR01L,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SSR02,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SSR02L,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SSR03,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SSR03L,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SIR00,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SIR00L,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SIR01,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SIR01L,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SIR02,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SIR02L,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SIR03,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SIR03L,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SMR00,15.3.4 Serial mode register mn (SMRmn),Figure15-8FormatofSerialModeRegistermn(SMRmn)(1/2),,,
SMR01,15.3.4 Serial mode register mn (SMRmn),Figure15-8FormatofSerialModeRegistermn(SMRmn)(1/2),,,
SMR02,15.3.4 Serial mode register mn (SMRmn),Figure15-8FormatofSerialModeRegistermn(SMRmn)(1/2),,,
SMR03,15.3.4 Serial mode register mn (SMRmn),Figure15-8FormatofSerialModeRegistermn(SMRmn)(1/2),,,
SCR00,15.3.5 Serial communication operation setting register mn (SCRmn),Figure15-9FormatofSerialCommunicationOperationSettingRegistermn(SCRmn)(1/2),,,
SCR01,15.3.5 Serial communication operation setting register mn (SCRmn),Figure15-9FormatofSerialCommunicationOperationSettingRegistermn(SCRmn)(1/2),,,
SCR02,15.3.5 Serial communication operation setting register mn (SCRmn),Figure15-9FormatofSerialCommunicationOperationSettingRegistermn(SCRmn)(1/2),,,
SCR03,15.3.5 Serial communication operation setting register mn (SCRmn),Figure15-9FormatofSerialCommunicationOperationSettingRegistermn(SCRmn)(1/2),,,
SE0,15.3.11 Serial channel enable status register m (SEm),Figure15-15FormatofSerialChannelEnableStatusRegisterm(SEm),,,
SE0L,15.3.11 Serial channel enable status register m (SEm),Figure15-15FormatofSerialChannelEnableStatusRegisterm(SEm),,,
SS0,15.3.9 Serial channel start register m (SSm),Figure15-13FormatofSerialChannelStartRegisterm(SSm),,,
SS0L,15.3.9 Serial channel start register m (SSm),Figure15-13FormatofSerialChannelStartRegisterm(SSm),,,
ST0,15.3.10 Serial channel stop register m (STm),Figure15-14FormatofSerialChannelStopRegisterm(STm),,,
ST0L,15.3.10 Serial channel stop register m (STm),Figure15-14FormatofSerialChannelStopRegisterm(STm),,,
SPS0,15.3.3 Serial clock select register m (SPSm),Figure15-7FormatofSerialClockSelectRegisterm(SPSm),,,
SPS0L,15.3.3 Serial clock select register m (SPSm),Figure15-7FormatofSerialClockSelectRegisterm(SPSm),,,
SO0,15.3.13 Serial output register m (SOm),Figure15-17FormatofSerialOutputRegisterm(SOm),,,
SOE0,15.3.12 Serial output enable register m (SOEm),Figure15-16FormatofSerialOutputEnableRegisterm(SOEm),,,
SOE0L,15.3.12 Serial output enable register m (SOEm),Figure15-16FormatofSerialOutputEnableRegisterm(SOEm),,,
SOL0,15.3.14 Serial output level register m (SOLm),Figure15-18FormatofSerialOutputLevelRegisterm(SOLm),,,
SOL0L,15.3.14 Serial output level register m (SOLm),Figure15-18FormatofSerialOutputLevelRegisterm(SOLm),,,
SSC0,15.3.15 Serial standby control register m (SSCm),Figure15-20FormatofSerialStandbyControlRegisterm(SSCm),,,
SSC0L,15.3.15 Serial standby control register m (SSCm),Figure15-20FormatofSerialStandbyControlRegisterm(SSCm),,,
SSR10,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SSR10L,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SSR11,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SSR11L,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SSR12,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SSR12L,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SSR13,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SSR13L,15.3.8 Serial status register mn (SSRmn),Figure15-12FormatofSerialStatusRegistermn(SSRmn)(1/2),,,
SIR10,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SIR10L,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SIR11,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SIR11L,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SIR12,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SIR12L,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SIR13,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SIR13L,15.3.7 Serial flag clear trigger register mn (SIRmn),Figure15-11FormatofSerialFlagClearTriggerRegistermn(SIRmn),,,
SMR10,15.3.4 Serial mode register mn (SMRmn),Figure15-8FormatofSerialModeRegistermn(SMRmn)(1/2),,,
SMR11,15.3.4 Serial mode register mn (SMRmn),Figure15-8FormatofSerialModeRegistermn(SMRmn)(1/2),,,
SMR12,15.3.4 Serial mode register mn (SMRmn),Figure15-8FormatofSerialModeRegistermn(SMRmn)(1/2),,,
SMR13,15.3.4 Serial mode register mn (SMRmn),Figure15-8FormatofSerialModeRegistermn(SMRmn)(1/2),,,
SCR10,15.3.5 Serial communication operation setting register mn (SCRmn),Figure15-9FormatofSerialCommunicationOperationSettingRegistermn(SCRmn)(1/2),,,
SCR11,15.3.5 Serial communication operation setting register mn (SCRmn),Figure15-9FormatofSerialCommunicationOperationSettingRegistermn(SCRmn)(1/2),,,
SCR12,15.3.5 Serial communication operation setting register mn (SCRmn),Figure15-9FormatofSerialCommunicationOperationSettingRegistermn(SCRmn)(1/2),,,
SCR13,15.3.5 Serial communication operation setting register mn (SCRmn),Figure15-9FormatofSerialCommunicationOperationSettingRegistermn(SCRmn)(1/2),,,
SE1,15.3.11 Serial channel enable status register m (SEm),Figure15-15FormatofSerialChannelEnableStatusRegisterm(SEm),,,
SE1L,15.3.11 Serial channel enable status register m (SEm),Figure15-15FormatofSerialChannelEnableStatusRegisterm(SEm),,,
SS1,15.3.9 Serial channel start register m (SSm),Figure15-13FormatofSerialChannelStartRegisterm(SSm),,,
SS1L,15.3.9 Serial channel start register m (SSm),Figure15-13FormatofSerialChannelStartRegisterm(SSm),,,
ST1,15.3.10 Serial channel stop register m (STm),Figure15-14FormatofSerialChannelStopRegisterm(STm),,,
ST1L,15.3.10 Serial channel stop register m (STm),Figure15-14FormatofSerialChannelStopRegisterm(STm),,,
SPS1,15.3.3 Serial clock select register m (SPSm),Figure15-7FormatofSerialClockSelectRegisterm(SPSm),,,
SPS1L,15.3.3 Serial clock select register m (SPSm),Figure15-7FormatofSerialClockSelectRegisterm(SPSm),,,
SO1,15.3.13 Serial output register m (SOm),Figure15-17FormatofSerialOutputRegisterm(SOm),,,
SOE1,15.3.12 Serial output enable register m (SOEm),Figure15-16FormatofSerialOutputEnableRegisterm(SOEm),,,
SOE1L,15.3.12 Serial output enable register m (SOEm),Figure15-16FormatofSerialOutputEnableRegisterm(SOEm),,,
SOL1,15.3.14 Serial output level register m (SOLm),Figure15-18FormatofSerialOutputLevelRegisterm(SOLm),,,
SOL1L,15.3.14 Serial output level register m (SOLm),Figure15-18FormatofSerialOutputLevelRegisterm(SOLm),,,
SSC1,15.3.15 Serial standby control register m (SSCm),Figure15-20FormatofSerialStandbyControlRegisterm(SSCm),,,
SSC1L,15.3.15 Serial standby control register m (SSCm),Figure15-20FormatofSerialStandbyControlRegisterm(SSCm),,,
TCR00,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TCR01,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TCR02,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TCR03,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TCR04,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TCR05,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TCR06,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TCR07,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TMR00,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TMR01,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TMR02,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TMR03,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TMR04,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TMR05,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TMR06,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TMR07,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TSR00,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR00L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR01,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR01L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR02,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR02L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR03,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR03L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR04,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR04L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR05,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR05L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR06,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR06L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR07,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR07L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TE0,7.3.6 Timer channel enable status register m (TEm),Figure7-16FormatofTimerChannelEnableStatusRegisterm(TEm),,,
TE0L,7.3.6 Timer channel enable status register m (TEm),Figure7-16FormatofTimerChannelEnableStatusRegisterm(TEm),,,
TS0,7.3.7 Timer channel start register m (TSm),Figure7-17FormatofTimerChannelStartRegisterm(TSm),,,
TS0L,7.3.7 Timer channel start register m (TSm),Figure7-17FormatofTimerChannelStartRegisterm(TSm),,,
TT0,7.3.8 Timer channel stop register m (TTm),Figure7-18FormatofTimerChannelStopRegisterm(TTm),,,
TT0L,7.3.8 Timer channel stop register m (TTm),Figure7-18FormatofTimerChannelStopRegisterm(TTm),,,
TPS0,7.3.3 Timer clock select register m (TPSm),Figure7-13FormatofTimerClockSelectRegisterm(TPSm)(1/2),,,
TO0,7.3.12 Timer output register m (TOm),Figure7-22FormatofTimerOutputRegisterm(TOm),,,
TO0L,7.3.12 Timer output register m (TOm),Figure7-22FormatofTimerOutputRegisterm(TOm),,,
TOE0,7.3.11 Timer output enable register m (TOEm),Figure7-21FormatofTimerOutputEnableRegisterm(TOEm),,,
TOE0L,7.3.11 Timer output enable register m (TOEm),Figure7-21FormatofTimerOutputEnableRegisterm(TOEm),,,
TOL0,7.3.13 Timer output level register m (TOLm),Figure7-23FormatofTimerOutputLevelRegisterm(TOLm),,,
TOL0L,7.3.13 Timer output level register m (TOLm),Figure7-23FormatofTimerOutputLevelRegisterm(TOLm),,,
TOM0,7.3.14 Timer output mode register m (TOMm),Figure7-24FormatofTimerOutputModeRegisterm(TOMm),,,
TOM0L,7.3.14 Timer output mode register m (TOMm),Figure7-24FormatofTimerOutputModeRegisterm(TOMm),,,
TCR10,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TCR11,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TCR12,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TCR13,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TCR14,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TCR15,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TCR16,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TCR17,7.2.1 Timer counter register mn (TCRmn),Figure7-8FormatofTimerCounterRegistermn(TCRmn),,,
TMR10,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TMR11,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TMR12,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TMR13,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TMR14,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TMR15,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TMR16,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TMR17,7.3.4 Timer mode register mn (TMRmn),Figure7-14FormatofTimerModeRegistermn(TMRmn)(1/3),,,
TSR10,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR10L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR11,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR11L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR12,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR12L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR13,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR13L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR14,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR14L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR15,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR15L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR16,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR16L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR17,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TSR17L,7.3.5 Timer status register mn (TSRmn),Figure7-15FormatofTimerStatusRegistermn(TSRmn),,,
TE1,7.3.6 Timer channel enable status register m (TEm),Figure7-16FormatofTimerChannelEnableStatusRegisterm(TEm),,,
TE1L,7.3.6 Timer channel enable status register m (TEm),Figure7-16FormatofTimerChannelEnableStatusRegisterm(TEm),,,
TS1,7.3.7 Timer channel start register m (TSm),Figure7-17FormatofTimerChannelStartRegisterm(TSm),,,
TS1L,7.3.7 Timer channel start register m (TSm),Figure7-17FormatofTimerChannelStartRegisterm(TSm),,,
TT1,7.3.8 Timer channel stop register m (TTm),Figure7-18FormatofTimerChannelStopRegisterm(TTm),,,
TT1L,7.3.8 Timer channel stop register m (TTm),Figure7-18FormatofTimerChannelStopRegisterm(TTm),,,
TPS1,7.3.3 Timer clock select register m (TPSm),Figure7-13FormatofTimerClockSelectRegisterm(TPSm)(1/2),,,
TO1,7.3.12 Timer output register m (TOm),Figure7-22FormatofTimerOutputRegisterm(TOm),,,
TO1L,7.3.12 Timer output register m (TOm),Figure7-22FormatofTimerOutputRegisterm(TOm),,,
TOE1,7.3.11 Timer output enable register m (TOEm),Figure7-21FormatofTimerOutputEnableRegisterm(TOEm),,,
TOE1L,7.3.11 Timer output enable register m (TOEm),Figure7-21FormatofTimerOutputEnableRegisterm(TOEm),,,
TOL1,7.3.13 Timer output level register m (TOLm),Figure7-23FormatofTimerOutputLevelRegisterm(TOLm),,,
TOL1L,7.3.13 Timer output level register m (TOLm),Figure7-23FormatofTimerOutputLevelRegisterm(TOLm),,,
TOM1,7.3.14 Timer output mode register m (TOMm),Figure7-24FormatofTimerOutputModeRegisterm(TOMm),,,
TOM1L,7.3.14 Timer output mode register m (TOMm),Figure7-24FormatofTimerOutputModeRegisterm(TOMm),,,
MIOTRM,6.3.13 Middle-speed on-chip oscillator trimming register (MIOTRM),Figure6-15FormatofMiddle-speedOn-chipOscillatorTrimmingRegister(MIOTRM),,,
LIOTRM,6.3.14 Low-speed on-chip oscillator trimming register (LIOTRM),Figure6-16FormatofLow-speedOn-chipOscillatorTrimmingRegister(LIOTRM),,,
MOSCDIV,6.3.11 High-speed system clock division register (MOSCDIV),Figure6-13FormatofHigh-speedSystemClockDivisionRegister(MOSCDIV),,,
WKUPMD,6.3.15 Standby mode release setting register (WKUPMD),Figure6-17FormatofStandbyModeReleaseSettingRegister(WKUPMD),,Clock Generator,
FWKUP,6.3.15 Standby mode release setting register (WKUPMD),Figure6-17FormatofStandbyModeReleaseSettingRegister(WKUPMD),2,Clock Generator,
WKUPMD,23.2.1 Standby mode release setting register (WKUPMD),Figure23-1FormatofStandbyModeReleaseSettingRegister(WKUPMD),,Standby Function,
FWKUP,23.2.1 Standby mode release setting register (WKUPMD),Figure23-1FormatofStandbyModeReleaseSettingRegister(WKUPMD),2,Standby Function,
PSMCR,23.2.2 Memory power reduction control register (PSMCR),Figure23-2FormatofMemoryPowerReductionControlRegister(PSMCR),,,
RAMSDS,23.2.2 Memory power reduction control register (PSMCR),Figure23-2FormatofMemoryPowerReductionControlRegister(PSMCR),2,,RAMSDMD
RAMSDMD,23.2.2 Memory power reduction control register (PSMCR),Figure23-2FormatofMemoryPowerReductionControlRegister(PSMCR),2,,
LVDFCLR,26.3.2 LVD detection flag clearing register (LVDFCLR),Figure26-4FormatofLVDDetectionFlagClearingRegister(LVDFCLR),,,
DLVD0FCLR,26.3.2 LVD detection flag clearing register (LVDFCLR),Figure26-4FormatofLVDDetectionFlagClearingRegister(LVDFCLR),2,,
DLVD1FCLR,26.3.2 LVD detection flag clearing register (LVDFCLR),Figure26-4FormatofLVDDetectionFlagClearingRegister(LVDFCLR),2,,
SEC,8.3.5 Second count register (SEC),Figure8-6FormatofSecondCountRegister(SEC),,,
